date,provider,service,region,cost,currency,is_anomaly,anomaly_type,anomaly_severity
2024-04-19,AWS,RDS,eu-west-1,467.579,USD,False,,
2024-04-20,AWS,RDS,us-east-1,320.0894,USD,False,,
2024-04-21,AWS,RDS,ap-southeast-1,341.8878,USD,False,,
2024-04-22,AWS,RDS,ap-southeast-1,440.3518,USD,False,,
2024-04-23,AWS,RDS,eu-west-1,486.3087,USD,False,,
2024-04-24,AWS,RDS,us-west-2,455.5839,USD,False,,
2024-04-25,AWS,RDS,us-west-2,509.8158,USD,False,,
2024-04-26,AWS,RDS,us-west-2,506.7576,USD,False,,
2024-04-27,AWS,RDS,ap-southeast-1,302.5071,USD,False,,
2024-04-28,AWS,RDS,us-east-1,400.536,USD,False,,
2024-04-29,AWS,RDS,us-east-1,520.9123,USD,False,,
2024-04-30,AWS,RDS,us-west-2,529.3119,USD,False,,
2024-05-01,AWS,RDS,eu-west-1,443.6635,USD,False,,
2024-05-02,AWS,RDS,us-west-2,473.479,USD,False,,
2024-05-03,AWS,RDS,us-west-2,433.0957,USD,False,,
2024-05-04,AWS,RDS,eu-west-1,337.1372,USD,False,,
2024-05-05,AWS,RDS,us-west-2,343.351,USD,False,,
2024-05-06,AWS,RDS,eu-west-1,496.9109,USD,False,,
2024-05-07,AWS,RDS,eu-west-1,494.2576,USD,False,,
2024-05-08,AWS,RDS,us-east-1,490.4376,USD,False,,
2024-05-09,AWS,RDS,eu-west-1,488.2055,USD,False,,
2024-05-10,AWS,RDS,us-west-2,521.19,USD,False,,
2024-05-11,AWS,RDS,eu-west-1,318.3692,USD,False,,
2024-05-12,AWS,RDS,us-west-2,287.3021,USD,False,,
2024-05-13,AWS,RDS,eu-west-1,491.1913,USD,False,,
2024-05-14,AWS,RDS,us-east-1,512.5389,USD,False,,
2024-05-15,AWS,RDS,us-west-2,440.975,USD,False,,
2024-05-16,AWS,RDS,us-west-2,484.0017,USD,False,,
2024-05-17,AWS,RDS,us-west-2,535.5009,USD,False,,
2024-05-18,AWS,RDS,eu-west-1,371.3432,USD,False,,
2024-05-19,AWS,RDS,us-east-1,337.0981,USD,False,,
2024-05-20,AWS,RDS,us-east-1,463.6169,USD,False,,
2024-05-21,AWS,RDS,us-east-1,486.3272,USD,False,,
2024-05-22,AWS,RDS,us-east-1,534.9101,USD,False,,
2024-05-23,AWS,RDS,eu-west-1,493.7156,USD,False,,
2024-05-24,AWS,RDS,us-west-2,499.1124,USD,False,,
2024-05-25,AWS,RDS,ap-southeast-1,328.8725,USD,False,,
2024-05-26,AWS,RDS,us-east-1,320.984,USD,False,,
2024-05-27,AWS,RDS,ap-southeast-1,484.5153,USD,False,,
2024-05-28,AWS,RDS,eu-west-1,610.8367,USD,False,,
2024-05-29,AWS,RDS,eu-west-1,585.4014,USD,False,,
2024-05-30,AWS,RDS,ap-southeast-1,579.8394,USD,False,,
2024-05-31,AWS,RDS,us-west-2,589.6747,USD,False,,
2024-06-01,AWS,RDS,ap-southeast-1,279.1042,USD,False,,
2024-06-02,AWS,RDS,eu-west-1,316.1778,USD,False,,
2024-06-03,AWS,RDS,ap-southeast-1,430.9533,USD,False,,
2024-06-04,AWS,RDS,us-east-1,497.004,USD,False,,
2024-06-05,AWS,RDS,us-east-1,593.0815,USD,False,,
2024-06-06,AWS,RDS,us-west-2,529.1184,USD,False,,
2024-06-07,AWS,RDS,ap-southeast-1,511.2664,USD,False,,
2024-06-08,AWS,RDS,ap-southeast-1,337.0221,USD,False,,
2024-06-09,AWS,RDS,ap-southeast-1,364.1838,USD,False,,
2024-06-10,AWS,RDS,ap-southeast-1,494.86,USD,False,,
2024-06-11,AWS,RDS,us-west-2,465.8795,USD,False,,
2024-06-12,AWS,RDS,eu-west-1,535.4139,USD,False,,
2024-06-13,AWS,RDS,us-west-2,504.3657,USD,False,,
2024-06-14,AWS,RDS,eu-west-1,581.5132,USD,False,,
2024-06-15,AWS,RDS,eu-west-1,363.2844,USD,False,,
2024-06-16,AWS,RDS,eu-west-1,337.0054,USD,False,,
2024-06-17,AWS,RDS,ap-southeast-1,524.0592,USD,False,,
2024-06-18,AWS,RDS,us-west-2,504.1323,USD,False,,
2024-06-19,AWS,RDS,eu-west-1,534.1903,USD,False,,
2024-06-20,AWS,RDS,us-east-1,534.922,USD,False,,
2024-06-21,AWS,RDS,eu-west-1,509.665,USD,False,,
2024-06-22,AWS,RDS,us-west-2,333.8788,USD,False,,
2024-06-23,AWS,RDS,ap-southeast-1,362.7914,USD,False,,
2024-06-24,AWS,RDS,us-east-1,484.702,USD,False,,
2024-06-25,AWS,RDS,eu-west-1,492.7274,USD,False,,
2024-06-26,AWS,RDS,ap-southeast-1,488.3129,USD,False,,
2024-06-27,AWS,RDS,us-west-2,533.802,USD,False,,
2024-06-28,AWS,RDS,us-west-2,675.7316,USD,False,,
2024-06-29,AWS,RDS,us-east-1,375.8858,USD,False,,
2024-06-30,AWS,RDS,us-east-1,397.6121,USD,False,,
2023-01-01,AWS,Lambda,eu-west-1,59.9542,USD,False,,
2023-01-02,AWS,Lambda,ap-southeast-1,79.6923,USD,False,,
2023-01-03,AWS,Lambda,ap-southeast-1,83.4685,USD,False,,
2023-01-04,AWS,Lambda,us-west-2,78.8128,USD,False,,
2023-01-05,AWS,Lambda,us-west-2,86.6635,USD,False,,
2023-01-06,AWS,Lambda,eu-west-1,85.6502,USD,False,,
2023-01-07,AWS,Lambda,eu-west-1,58.8083,USD,False,,
2023-01-08,AWS,Lambda,us-west-2,59.3816,USD,False,,
2023-01-09,AWS,Lambda,us-west-2,90.4573,USD,False,,
2023-01-10,AWS,Lambda,ap-southeast-1,84.0684,USD,False,,
2023-01-11,AWS,Lambda,ap-southeast-1,84.6711,USD,False,,
2023-01-12,AWS,Lambda,ap-southeast-1,85.7532,USD,False,,
2023-01-13,AWS,Lambda,eu-west-1,85.0138,USD,False,,
2023-01-14,AWS,Lambda,ap-southeast-1,57.0492,USD,False,,
2023-01-15,AWS,Lambda,us-east-1,55.2787,USD,False,,
2023-01-16,AWS,Lambda,us-east-1,80.8396,USD,False,,
2023-01-17,AWS,Lambda,ap-southeast-1,87.1664,USD,False,,
2023-01-18,AWS,Lambda,ap-southeast-1,79.1968,USD,False,,
2023-01-19,AWS,Lambda,us-west-2,89.8541,USD,False,,
2023-01-20,AWS,Lambda,us-west-2,92.3296,USD,False,,
2023-01-21,AWS,Lambda,eu-west-1,55.8219,USD,False,,
2023-01-22,AWS,Lambda,us-east-1,50.2028,USD,False,,
2023-01-23,AWS,Lambda,us-east-1,77.8025,USD,False,,
2023-01-24,AWS,Lambda,eu-west-1,87.1655,USD,False,,
2023-01-25,AWS,Lambda,ap-southeast-1,83.3781,USD,False,,
2023-01-26,AWS,Lambda,ap-southeast-1,80.8389,USD,False,,
2023-01-27,AWS,Lambda,eu-west-1,84.5193,USD,False,,
2023-01-28,AWS,Lambda,us-east-1,58.5696,USD,False,,
2023-01-29,AWS,Lambda,us-east-1,57.7515,USD,False,,
2023-01-30,AWS,Lambda,ap-southeast-1,79.3583,USD,False,,
2023-01-31,AWS,Lambda,us-west-2,80.4325,USD,False,,
2023-02-01,AWS,Lambda,eu-west-1,81.9167,USD,False,,
2023-02-02,AWS,Lambda,eu-west-1,81.2436,USD,False,,
2023-02-03,AWS,Lambda,ap-southeast-1,93.8005,USD,False,,
2023-02-04,AWS,Lambda,eu-west-1,55.3541,USD,False,,
2023-02-05,AWS,Lambda,us-east-1,59.6929,USD,False,,
2023-02-06,AWS,Lambda,ap-southeast-1,86.5098,USD,False,,
2023-02-07,AWS,Lambda,us-east-1,86.1073,USD,False,,
2023-02-08,AWS,Lambda,us-west-2,81.8282,USD,False,,
2023-02-09,AWS,Lambda,eu-west-1,86.974,USD,False,,
2023-02-10,AWS,Lambda,eu-west-1,86.7683,USD,False,,
2023-02-11,AWS,Lambda,us-east-1,53.7699,USD,False,,
2023-02-12,AWS,Lambda,ap-southeast-1,57.2356,USD,False,,
2023-02-13,AWS,Lambda,ap-southeast-1,75.7273,USD,False,,
2023-02-14,AWS,Lambda,eu-west-1,86.9668,USD,False,,
2023-02-15,AWS,Lambda,us-east-1,81.7682,USD,False,,
2023-02-16,AWS,Lambda,us-west-2,86.1926,USD,False,,
2023-02-17,AWS,Lambda,us-east-1,88.188,USD,False,,
2023-02-18,AWS,Lambda,ap-southeast-1,55.6385,USD,False,,
2023-02-19,AWS,Lambda,eu-west-1,58.0297,USD,False,,
2023-02-20,AWS,Lambda,eu-west-1,78.6353,USD,False,,
2023-02-21,AWS,Lambda,eu-west-1,85.7498,USD,False,,
2023-02-22,AWS,Lambda,us-west-2,78.1535,USD,False,,
2023-02-23,AWS,Lambda,us-west-2,85.9554,USD,False,,
2023-02-24,AWS,Lambda,ap-southeast-1,95.4773,USD,False,,
2023-02-25,AWS,Lambda,us-east-1,53.5999,USD,False,,
2023-02-26,AWS,Lambda,us-east-1,54.5173,USD,False,,
2023-02-27,AWS,Lambda,us-east-1,82.6963,USD,False,,
2023-02-28,AWS,Lambda,us-west-2,82.9868,USD,False,,
2023-03-01,AWS,Lambda,eu-west-1,85.3428,USD,False,,
2023-03-02,AWS,Lambda,ap-southeast-1,87.5882,USD,False,,
2023-03-03,AWS,Lambda,ap-southeast-1,89.8869,USD,False,,
2023-03-04,AWS,Lambda,us-west-2,59.6092,USD,False,,
2023-03-05,AWS,Lambda,us-west-2,57.6407,USD,False,,
2023-03-06,AWS,Lambda,eu-west-1,79.7279,USD,False,,
2023-03-07,AWS,Lambda,eu-west-1,85.0951,USD,False,,
2023-03-08,AWS,Lambda,us-west-2,91.9272,USD,False,,
2023-03-09,AWS,Lambda,ap-southeast-1,85.0108,USD,False,,
2023-03-10,AWS,Lambda,eu-west-1,82.9556,USD,False,,
2023-03-11,AWS,Lambda,eu-west-1,59.6584,USD,False,,
2023-03-12,AWS,Lambda,ap-southeast-1,56.1967,USD,False,,
2023-03-13,AWS,Lambda,eu-west-1,72.0029,USD,False,,
2023-03-14,AWS,Lambda,ap-southeast-1,85.8964,USD,False,,
2023-03-15,AWS,Lambda,us-east-1,81.7828,USD,False,,
2023-03-16,AWS,Lambda,eu-west-1,85.2719,USD,False,,
2023-03-17,AWS,Lambda,eu-west-1,88.7366,USD,False,,
2023-03-18,AWS,Lambda,us-east-1,57.122,USD,False,,
2023-03-19,AWS,Lambda,ap-southeast-1,58.5981,USD,False,,
2023-03-20,AWS,Lambda,eu-west-1,79.0942,USD,False,,
2023-03-21,AWS,Lambda,us-east-1,84.5992,USD,False,,
2023-03-22,AWS,Lambda,ap-southeast-1,83.0202,USD,False,,
2023-03-23,AWS,Lambda,eu-west-1,88.9082,USD,False,,
2023-03-24,AWS,Lambda,us-west-2,90.0588,USD,False,,
2023-03-25,AWS,Lambda,us-east-1,53.9877,USD,False,,
2023-03-26,AWS,Lambda,ap-southeast-1,59.7201,USD,False,,
2023-03-27,AWS,Lambda,us-west-2,78.7627,USD,False,,
2023-03-28,AWS,Lambda,ap-southeast-1,85.897,USD,False,,
2023-03-29,AWS,Lambda,us-west-2,85.7377,USD,False,,
2023-03-30,AWS,Lambda,us-west-2,93.7101,USD,False,,
2023-03-31,AWS,Lambda,us-east-1,86.4762,USD,False,,
2023-04-01,AWS,Lambda,us-east-1,55.7003,USD,False,,
2023-04-02,AWS,Lambda,us-west-2,56.643,USD,False,,
2023-04-03,AWS,Lambda,us-east-1,79.7802,USD,False,,
2023-04-04,AWS,Lambda,ap-southeast-1,85.9449,USD,False,,
2023-04-05,AWS,Lambda,eu-west-1,77.4609,USD,False,,
2023-04-06,AWS,Lambda,ap-southeast-1,81.3778,USD,False,,
2023-04-07,AWS,Lambda,us-west-2,82.8626,USD,False,,
2023-04-08,AWS,Lambda,ap-southeast-1,59.4403,USD,False,,
2023-04-09,AWS,Lambda,us-west-2,61.6058,USD,False,,
2023-04-10,AWS,Lambda,ap-southeast-1,80.6615,USD,False,,
2023-04-11,AWS,Lambda,ap-southeast-1,82.0196,USD,False,,
2023-04-12,AWS,Lambda,us-east-1,84.6466,USD,False,,
2023-04-13,AWS,Lambda,us-west-2,90.9801,USD,False,,
2023-04-14,AWS,Lambda,us-west-2,83.5564,USD,False,,
2023-04-15,AWS,Lambda,eu-west-1,57.4748,USD,False,,
2023-04-16,AWS,Lambda,ap-southeast-1,59.5753,USD,False,,
2023-04-17,AWS,Lambda,ap-southeast-1,83.1951,USD,False,,
2023-04-18,AWS,Lambda,eu-west-1,83.5809,USD,False,,
2023-04-19,AWS,Lambda,us-west-2,88.6569,USD,False,,
2023-04-20,AWS,Lambda,ap-southeast-1,74.4333,USD,False,,
2023-04-21,AWS,Lambda,eu-west-1,90.6745,USD,False,,
2023-04-22,AWS,Lambda,eu-west-1,54.9922,USD,False,,
2023-04-23,AWS,Lambda,eu-west-1,51.6548,USD,False,,
2023-04-24,AWS,Lambda,ap-southeast-1,83.3148,USD,False,,
2023-04-25,AWS,Lambda,us-west-2,88.5664,USD,False,,
2023-04-26,AWS,Lambda,us-west-2,83.9299,USD,False,,
2023-04-27,AWS,Lambda,eu-west-1,90.2519,USD,False,,
2023-04-28,AWS,Lambda,eu-west-1,94.8614,USD,False,,
2023-04-29,AWS,Lambda,us-west-2,60.6465,USD,False,,
2023-04-30,AWS,Lambda,eu-west-1,61.5796,USD,False,,
2023-05-01,AWS,Lambda,eu-west-1,84.3324,USD,False,,
2023-05-02,AWS,Lambda,us-west-2,83.2654,USD,False,,
2023-05-03,AWS,Lambda,ap-southeast-1,77.8149,USD,False,,
2023-05-04,AWS,Lambda,eu-west-1,85.1679,USD,False,,
2023-05-05,AWS,Lambda,ap-southeast-1,84.1629,USD,False,,
2023-05-06,AWS,Lambda,eu-west-1,63.1416,USD,False,,
2023-05-07,AWS,Lambda,eu-west-1,56.4656,USD,False,,
2023-05-08,AWS,Lambda,eu-west-1,81.8932,USD,False,,
2023-05-09,AWS,Lambda,us-east-1,85.3203,USD,False,,
2023-05-10,AWS,Lambda,ap-southeast-1,84.8548,USD,False,,
2023-05-11,AWS,Lambda,ap-southeast-1,93.6251,USD,False,,
2023-05-12,AWS,Lambda,eu-west-1,85.2124,USD,False,,
2023-05-13,AWS,Lambda,us-west-2,57.5674,USD,False,,
2023-05-14,AWS,Lambda,eu-west-1,54.9035,USD,False,,
2023-05-15,AWS,Lambda,us-east-1,76.0915,USD,False,,
2023-05-16,AWS,Lambda,eu-west-1,80.5669,USD,False,,
2023-05-17,AWS,Lambda,us-east-1,84.5931,USD,False,,
2023-05-18,AWS,Lambda,eu-west-1,84.537,USD,False,,
2023-05-19,AWS,Lambda,ap-southeast-1,84.9855,USD,False,,
2023-05-20,AWS,Lambda,eu-west-1,53.0536,USD,False,,
2023-05-21,AWS,Lambda,ap-southeast-1,56.8368,USD,False,,
2023-05-22,AWS,Lambda,us-west-2,75.4101,USD,False,,
2023-05-23,AWS,Lambda,us-west-2,86.3486,USD,False,,
2023-05-24,AWS,Lambda,eu-west-1,85.1795,USD,False,,
2023-05-25,AWS,Lambda,eu-west-1,80.1708,USD,False,,
2023-05-26,AWS,Lambda,us-west-2,86.7538,USD,False,,
2023-05-27,AWS,Lambda,us-east-1,54.9718,USD,False,,
2023-05-28,AWS,Lambda,us-west-2,58.0394,USD,False,,
2023-05-29,AWS,Lambda,us-west-2,87.0924,USD,False,,
2023-05-30,AWS,Lambda,us-east-1,75.4587,USD,False,,
2023-05-31,AWS,Lambda,us-west-2,85.3979,USD,False,,
2023-06-01,AWS,Lambda,us-west-2,85.8611,USD,False,,
2023-06-02,AWS,Lambda,us-east-1,91.1596,USD,False,,
2023-06-03,AWS,Lambda,us-east-1,57.7832,USD,False,,
2023-06-04,AWS,Lambda,ap-southeast-1,55.0314,USD,False,,
2023-06-05,AWS,Lambda,eu-west-1,80.3953,USD,False,,
2023-06-06,AWS,Lambda,ap-southeast-1,80.0266,USD,False,,
2023-06-07,AWS,Lambda,us-east-1,89.5618,USD,False,,
2023-06-08,AWS,Lambda,us-west-2,86.7277,USD,False,,
2023-06-09,AWS,Lambda,us-east-1,96.6739,USD,False,,
2023-06-10,AWS,Lambda,us-west-2,57.0538,USD,False,,
2023-06-11,AWS,Lambda,ap-southeast-1,55.2078,USD,False,,
2023-06-12,AWS,Lambda,ap-southeast-1,75.5861,USD,False,,
2023-06-13,AWS,Lambda,ap-southeast-1,75.9009,USD,False,,
2023-06-14,AWS,Lambda,us-west-2,78.3311,USD,False,,
2023-06-15,AWS,Lambda,eu-west-1,87.8749,USD,False,,
2023-06-16,AWS,Lambda,eu-west-1,90.6124,USD,False,,
2023-06-17,AWS,Lambda,eu-west-1,52.7525,USD,False,,
2023-06-18,AWS,Lambda,us-east-1,59.8525,USD,False,,
2023-06-19,AWS,Lambda,us-east-1,79.8751,USD,False,,
2023-06-20,AWS,Lambda,us-west-2,84.1131,USD,False,,
2023-06-21,AWS,Lambda,us-east-1,92.0129,USD,False,,
2023-06-22,AWS,Lambda,us-west-2,90.6902,USD,False,,
2023-06-23,AWS,Lambda,ap-southeast-1,87.26,USD,False,,
2023-06-24,AWS,Lambda,us-west-2,54.78,USD,False,,
2023-06-25,AWS,Lambda,us-east-1,51.1729,USD,False,,
2023-06-26,AWS,Lambda,ap-southeast-1,78.9828,USD,False,,
2023-06-27,AWS,Lambda,ap-southeast-1,82.6962,USD,False,,
2023-06-28,AWS,Lambda,us-west-2,81.0219,USD,False,,
2023-06-29,AWS,Lambda,eu-west-1,86.3092,USD,False,,
2023-06-30,AWS,Lambda,us-east-1,88.8706,USD,False,,
2023-07-01,AWS,Lambda,us-east-1,56.7433,USD,False,,
2023-07-02,AWS,Lambda,eu-west-1,55.5308,USD,False,,
2023-07-03,AWS,Lambda,us-east-1,82.697,USD,False,,
2023-07-04,AWS,Lambda,eu-west-1,85.5053,USD,False,,
2023-07-05,AWS,Lambda,eu-west-1,80.6575,USD,False,,
2023-07-06,AWS,Lambda,ap-southeast-1,93.0954,USD,False,,
2023-07-07,AWS,Lambda,ap-southeast-1,88.1764,USD,False,,
2023-07-08,AWS,Lambda,us-west-2,57.4963,USD,False,,
2023-07-09,AWS,Lambda,ap-southeast-1,59.4842,USD,False,,
2023-07-10,AWS,Lambda,eu-west-1,83.0393,USD,False,,
2023-07-11,AWS,Lambda,us-west-2,87.7256,USD,False,,
2023-07-12,AWS,Lambda,us-east-1,86.6141,USD,False,,
2023-07-13,AWS,Lambda,eu-west-1,84.3766,USD,False,,
2023-07-14,AWS,Lambda,us-west-2,90.2993,USD,False,,
2023-07-15,AWS,Lambda,ap-southeast-1,54.2079,USD,False,,
2023-07-16,AWS,Lambda,eu-west-1,57.8157,USD,False,,
2023-07-17,AWS,Lambda,us-west-2,82.0224,USD,False,,
2023-07-18,AWS,Lambda,us-east-1,82.9411,USD,False,,
2023-07-19,AWS,Lambda,eu-west-1,84.9188,USD,False,,
2023-07-20,AWS,Lambda,eu-west-1,78.9256,USD,False,,
2023-07-21,AWS,Lambda,us-west-2,86.3432,USD,False,,
2023-07-22,AWS,Lambda,us-west-2,57.8167,USD,False,,
2023-07-23,AWS,Lambda,ap-southeast-1,58.0173,USD,False,,
2023-07-24,AWS,Lambda,ap-southeast-1,78.01,USD,False,,
2023-07-25,AWS,Lambda,eu-west-1,89.2006,USD,False,,
2023-07-26,AWS,Lambda,us-east-1,81.8429,USD,False,,
2023-07-27,AWS,Lambda,ap-southeast-1,91.4317,USD,False,,
2023-07-28,AWS,Lambda,us-east-1,90.7599,USD,False,,
2023-07-29,AWS,Lambda,us-west-2,55.742,USD,False,,
2023-07-30,AWS,Lambda,us-west-2,62.7248,USD,False,,
2023-07-31,AWS,Lambda,ap-southeast-1,77.3998,USD,False,,
2023-08-01,AWS,Lambda,eu-west-1,87.8288,USD,False,,
2023-08-02,AWS,Lambda,us-west-2,89.9115,USD,False,,
2023-08-03,AWS,Lambda,us-east-1,84.3591,USD,False,,
2023-08-04,AWS,Lambda,eu-west-1,95.1373,USD,False,,
2023-08-05,AWS,Lambda,ap-southeast-1,56.9361,USD,False,,
2023-08-06,AWS,Lambda,us-west-2,58.497,USD,False,,
2023-08-07,AWS,Lambda,ap-southeast-1,83.4614,USD,False,,
2023-08-08,AWS,Lambda,eu-west-1,83.4836,USD,False,,
2023-08-09,AWS,Lambda,eu-west-1,89.182,USD,False,,
2023-08-10,AWS,Lambda,eu-west-1,90.8335,USD,False,,
2023-08-11,AWS,Lambda,us-east-1,81.2441,USD,False,,
2023-08-12,AWS,Lambda,eu-west-1,61.4744,USD,False,,
2023-08-13,AWS,Lambda,eu-west-1,52.9205,USD,False,,
2023-08-14,AWS,Lambda,us-west-2,86.7232,USD,False,,
2023-08-15,AWS,Lambda,us-east-1,88.8655,USD,False,,
2023-08-16,AWS,Lambda,us-east-1,81.1076,USD,False,,
2023-08-17,AWS,Lambda,ap-southeast-1,85.6523,USD,False,,
2023-08-18,AWS,Lambda,eu-west-1,84.1839,USD,False,,
2023-08-19,AWS,Lambda,us-west-2,57.1436,USD,False,,
2023-08-20,AWS,Lambda,ap-southeast-1,56.8823,USD,False,,
2023-08-21,AWS,Lambda,eu-west-1,85.7602,USD,False,,
2023-08-22,AWS,Lambda,us-east-1,89.7212,USD,False,,
2023-08-23,AWS,Lambda,eu-west-1,91.8591,USD,False,,
2023-08-24,AWS,Lambda,eu-west-1,85.0695,USD,False,,
2023-08-25,AWS,Lambda,us-west-2,88.2601,USD,False,,
2023-08-26,AWS,Lambda,us-west-2,52.9514,USD,False,,
2023-08-27,AWS,Lambda,us-west-2,55.4958,USD,False,,
2023-08-28,AWS,Lambda,ap-southeast-1,86.6049,USD,False,,
2023-08-29,AWS,Lambda,us-west-2,91.091,USD,False,,
2023-08-30,AWS,Lambda,ap-southeast-1,80.6423,USD,False,,
2023-08-31,AWS,Lambda,eu-west-1,85.0159,USD,False,,
2023-09-01,AWS,Lambda,ap-southeast-1,89.1582,USD,False,,
2023-09-02,AWS,Lambda,ap-southeast-1,58.6825,USD,False,,
2023-09-03,AWS,Lambda,us-west-2,55.5365,USD,False,,
2023-09-04,AWS,Lambda,us-west-2,84.4493,USD,False,,
2023-09-05,AWS,Lambda,us-east-1,82.3623,USD,False,,
2023-09-06,AWS,Lambda,ap-southeast-1,85.9644,USD,False,,
2023-09-07,AWS,Lambda,eu-west-1,90.0877,USD,False,,
2023-09-08,AWS,Lambda,us-east-1,89.3876,USD,False,,
2023-09-09,AWS,Lambda,us-east-1,56.6616,USD,False,,
2023-09-10,AWS,Lambda,us-east-1,57.6156,USD,False,,
2023-09-11,AWS,Lambda,us-west-2,82.4069,USD,False,,
2023-09-12,AWS,Lambda,us-west-2,82.8771,USD,False,,
2023-09-13,AWS,Lambda,us-west-2,84.9921,USD,False,,
2023-09-14,AWS,Lambda,eu-west-1,94.7898,USD,False,,
2023-09-15,AWS,Lambda,ap-southeast-1,91.9502,USD,False,,
2023-09-16,AWS,Lambda,us-east-1,57.1226,USD,False,,
2023-09-17,AWS,Lambda,us-west-2,60.0076,USD,False,,
2023-09-18,AWS,Lambda,ap-southeast-1,81.4665,USD,False,,
2023-09-19,AWS,Lambda,us-east-1,89.475,USD,False,,
2023-09-20,AWS,Lambda,ap-southeast-1,87.779,USD,False,,
2023-09-21,AWS,Lambda,us-east-1,87.3838,USD,False,,
2023-09-22,AWS,Lambda,ap-southeast-1,91.5287,USD,False,,
2023-09-23,AWS,Lambda,us-west-2,53.4748,USD,False,,
2023-09-24,AWS,Lambda,ap-southeast-1,54.7706,USD,False,,
2023-09-25,AWS,Lambda,ap-southeast-1,77.9757,USD,False,,
2023-09-26,AWS,Lambda,us-east-1,85.2003,USD,False,,
2023-09-27,AWS,Lambda,ap-southeast-1,93.7387,USD,False,,
2023-09-28,AWS,Lambda,eu-west-1,97.7471,USD,False,,
2023-09-29,AWS,Lambda,us-east-1,92.4662,USD,False,,
2023-09-30,AWS,Lambda,ap-southeast-1,59.5412,USD,False,,
2023-10-01,AWS,Lambda,eu-west-1,52.8627,USD,False,,
2023-10-02,AWS,Lambda,us-east-1,80.7506,USD,False,,
2023-10-03,AWS,Lambda,us-west-2,81.3387,USD,False,,
2023-10-04,AWS,Lambda,us-east-1,470.1444968271588,USD,True,ddos_amplification,high
2023-10-05,AWS,Lambda,us-east-1,87.2778,USD,False,,
2023-10-06,AWS,Lambda,ap-southeast-1,87.5732,USD,False,,
2023-10-07,AWS,Lambda,eu-west-1,52.3864,USD,False,,
2023-10-08,AWS,Lambda,us-east-1,60.3224,USD,False,,
2023-10-09,AWS,Lambda,us-east-1,78.6233,USD,False,,
2023-10-10,AWS,Lambda,us-east-1,85.7661,USD,False,,
2023-10-11,AWS,Lambda,ap-southeast-1,95.3881,USD,False,,
2023-10-12,AWS,Lambda,us-east-1,84.0492,USD,False,,
2023-10-13,AWS,Lambda,eu-west-1,78.4156,USD,False,,
2023-10-14,AWS,Lambda,ap-southeast-1,57.3618,USD,False,,
2023-10-15,AWS,Lambda,us-west-2,61.4055,USD,False,,
2023-10-16,AWS,Lambda,us-west-2,91.2986,USD,False,,
2023-10-17,AWS,Lambda,ap-southeast-1,79.6153,USD,False,,
2023-10-18,AWS,Lambda,eu-west-1,88.6536,USD,False,,
2023-10-19,AWS,Lambda,ap-southeast-1,86.1288,USD,False,,
2023-10-20,AWS,Lambda,ap-southeast-1,89.38,USD,False,,
2023-10-21,AWS,Lambda,ap-southeast-1,65.949,USD,False,,
2023-10-22,AWS,Lambda,ap-southeast-1,53.8775,USD,False,,
2023-10-23,AWS,Lambda,us-east-1,84.2889,USD,False,,
2023-10-24,AWS,Lambda,us-west-2,86.8943,USD,False,,
2023-10-25,AWS,Lambda,eu-west-1,91.2856,USD,False,,
2023-10-26,AWS,Lambda,us-east-1,88.6941,USD,False,,
2023-10-27,AWS,Lambda,us-west-2,91.3241,USD,False,,
2023-10-28,AWS,Lambda,ap-southeast-1,57.1597,USD,False,,
2023-10-29,AWS,Lambda,us-west-2,59.0937,USD,False,,
2023-10-30,AWS,Lambda,us-west-2,81.88,USD,False,,
2023-10-31,AWS,Lambda,us-east-1,87.6282,USD,False,,
2023-11-01,AWS,Lambda,us-east-1,85.0632,USD,False,,
2023-11-02,AWS,Lambda,eu-west-1,90.0087,USD,False,,
2023-11-03,AWS,Lambda,ap-southeast-1,89.89,USD,False,,
2023-11-04,AWS,Lambda,ap-southeast-1,61.6406,USD,False,,
2023-11-05,AWS,Lambda,ap-southeast-1,58.2128,USD,False,,
2023-11-06,AWS,Lambda,us-west-2,75.994,USD,False,,
2023-11-07,AWS,Lambda,us-west-2,90.4325,USD,False,,
2023-11-08,AWS,Lambda,ap-southeast-1,82.8162,USD,False,,
2023-11-09,AWS,Lambda,eu-west-1,85.5339,USD,False,,
2023-11-10,AWS,Lambda,us-west-2,87.421,USD,False,,
2023-11-11,AWS,Lambda,eu-west-1,62.4227,USD,False,,
2023-11-12,AWS,Lambda,us-west-2,52.1785,USD,False,,
2023-11-13,AWS,Lambda,us-east-1,96.5573,USD,False,,
2023-11-14,AWS,Lambda,us-east-1,89.6393,USD,False,,
2023-11-15,AWS,Lambda,ap-southeast-1,87.7935,USD,False,,
2023-11-16,AWS,Lambda,us-east-1,88.2627,USD,False,,
2023-11-17,AWS,Lambda,us-west-2,91.4751,USD,False,,
2023-11-18,AWS,Lambda,us-west-2,59.9858,USD,False,,
2023-11-19,AWS,Lambda,us-east-1,60.3564,USD,False,,
2023-11-20,AWS,Lambda,us-east-1,85.8605,USD,False,,
2023-11-21,AWS,Lambda,us-east-1,85.6034,USD,False,,
2023-11-22,AWS,Lambda,ap-southeast-1,86.0466,USD,False,,
2023-11-23,AWS,Lambda,us-east-1,87.9169,USD,False,,
2023-11-24,AWS,Lambda,us-west-2,89.3905,USD,False,,
