date,provider,service,region,cost,currency,is_anomaly,anomaly_type,anomaly_severity,day_of_week,day_of_month,month,quarter,is_weekend,week_of_year,rolling_mean_7d,rolling_std_7d,rolling_mean_14d,rolling_std_14d,rolling_mean_30d,rolling_std_30d,deviation_7d,deviation_30d,cost_lag_1d,cost_lag_7d,growth_1d,growth_7d,month_key,cumulative_monthly_cost,cost_percentile,provider_daily_total,service_share
2023-02-03,AWS,EC2,eu-west-1,976.5432,USD,False,,,4,3,2,1,0,5,1025.287142857143,149.04532923136503,1718.1725060406118,2598.414216941919,1332.4249794856187,1781.9997106020408,-0.32704106266322575,-0.19970922406333383,1011.1573,1078.674,-0.03423216150441259,-0.09468180377009675,2023-02,3072.2437,0.2449725776965265,2588.9653,0.3771943949961874
2023-02-04,AWS,EC2,eu-west-1,790.7581,USD,False,,,5,4,2,1,1,5,1014.0737428571429,164.8553676950375,1717.8306560406115,2598.5452474678323,1321.8882128189518,1784.3124758238298,-1.3546155395370274,-0.29766653543877036,976.5432,869.2519,-0.1902477023031953,-0.09030040659089691,2023-02,3863.0018,0.06398537477148081,1898.6162,0.4164918112463085
2023-02-05,AWS,EC2,us-east-1,713.2555,USD,False,,,6,5,2,1,1,5,997.7226571428572,190.15501288355784,1001.9485000000001,150.83596823098574,1308.0667094856185,1787.4700952076794,-1.495975061754253,-0.33276708297387037,790.7581,827.7131,-0.0980105040971468,-0.13828173071063124,2023-02,4576.2573,0.016453382084095063,1826.2793,0.39055116049314553
2023-02-06,AWS,EC2,ap-southeast-1,1096.6603,USD,False,,,0,6,2,1,0,6,982.7537999999998,174.96288703970876,1004.3700428571428,152.15369545202552,1318.014612818952,1785.3640055681863,0.6510323527840362,-0.12398273524528836,713.2555,1201.4423,0.5375420168501505,-0.08721350996207868,2023-02,5672.9176,0.3546617915904936,2714.5865000000003,0.4039879738588532
2023-02-07,AWS,EC2,us-east-1,998.6977,USD,False,,,1,7,2,1,0,6,953.0879000000001,145.92608526700522,1004.0241142857143,152.16123125160146,1325.6945228189518,1783.4122899605215,0.3125541257153155,-0.1833545864069418,1096.6603,1206.359,-0.08932811737591907,-0.17213889066175803,2023-02,6671.6153,0.263254113345521,2667.4432,0.3744026114594026
2023-02-08,AWS,EC2,ap-southeast-1,1054.0676,USD,False,,,2,8,2,1,0,6,948.7342428571428,141.7452278846904,1002.7532857142858,151.62445139300925,1326.4187161522855,1783.293467204179,0.7431174841935613,-0.1527236661608595,998.6977,1084.5432,0.055442102249704375,-0.028099941062718282,2023-02,7725.6829,0.3071297989031079,2748.3184,0.38353183532141566
2023-02-09,AWS,EC2,us-east-1,1162.2446,USD,False,,,3,9,2,1,0,6,970.318142857143,162.77757786738556,1005.0977,153.96928539095217,1328.2367328189519,1783.0905948765371,1.1790718332105903,-0.09309237191638724,1054.0676,1011.1573,0.10262814263515667,0.14942017428925314,2023-02,8887.9275,0.43144424131627057,2839.2084,0.4093551568809076
2023-02-10,AWS,EC2,eu-west-1,1216.0946,USD,False,,,4,10,2,1,0,6,1004.5397714285715,187.59385013593123,1014.9134571428573,163.12863343935777,1332.9644728189521,1782.5819357000003,1.127727952792734,-0.06556213236447565,1162.2446,976.5432,0.046332759902651795,0.24530548162104313,2023-02,10104.0221,0.5411334552102377,2895.0964,0.42005323207875905
2023-02-11,AWS,EC2,eu-west-1,766.7601,USD,False,,,5,11,2,1,1,6,1001.1114857142857,192.31181830482478,1007.5926142857144,172.21516878856104,1322.025092818952,1785.098227010463,-1.2186010603966486,-0.3110557079811533,1216.0946,790.7581,-0.369489758444475,-0.03034809254558341,2023-02,10870.7822,0.038391224862888484,1889.5711,0.40578525994581216
2023-02-12,AWS,EC2,us-west-2,755.9529,USD,False,,,6,12,2,1,1,6,1007.2111142857142,182.06420026791264,1002.4668857142858,178.91831387751384,1308.684352818952,1787.8737802518908,-1.3800528270500216,-0.3091557462970173,766.7601,713.2555,-0.01409463011962395,0.05986269997208596,2023-02,11626.7351,0.029250457038391225,1890.4759999999999,0.3998743702642087
2023-02-13,AWS,EC2,us-east-1,1070.0063,USD,False,,,0,13,2,1,0,7,1003.4034,180.150319558667,993.0785999999999,170.9451819018163,1322.0287094856187,1784.4305557479986,0.36970736528691334,-0.14123408090814416,755.9529,1096.6603,0.41544043286239735,-0.024304700370730747,2023-02,12696.7414,0.3180987202925046,2627.4604,0.40723974374631594
2023-02-14,AWS,EC2,us-east-1,1026.3119,USD,False,,,1,14,2,1,0,7,1007.3482857142857,180.33235368766915,980.2180928571428,160.09366104539097,1333.6810261522853,1781.2099777090502,0.10515924568063677,-0.172561983145549,1070.0063,998.6977,-0.04083564741624349,0.027650208866979685,2023-02,13723.0533,0.28884826325411334,2658.1027,0.3861069401116871
2023-02-15,AWS,EC2,us-west-2,1089.4482,USD,False,,,2,15,2,1,0,7,1012.402657142857,182.34464694813323,980.5684499999999,160.34470412069712,1335.7152961522852,1780.8841454769129,0.422527034087464,-0.13828361422477464,1026.3119,1054.0676,0.06151765364889426,0.03356577889308655,2023-02,14812.5015,0.3436928702010969,2764.8678,0.39403265501504486
2023-02-16,AWS,EC2,eu-west-1,1125.4807,USD,False,,,3,16,2,1,0,7,1007.1506714285715,177.78187669324515,988.7344071428571,164.86960728571935,1339.0708461522852,1780.3729089336055,0.6655910645770505,-0.11996933062753679,1089.4482,1162.2446,0.033074082824651005,-0.031631809689602594,2023-02,15937.9822,0.3820840950639854,2797.4975,0.40231696364325537
2023-02-17,AWS,EC2,us-east-1,1235.958,USD,False,,,4,17,2,1,0,7,1009.9883,181.78615525446335,1007.2640357142857,177.4888632971698,1342.9996561522855,1779.998464204646,1.243052308810018,-0.060135813768836345,1125.4807,1216.0946,0.09816010172355852,0.01633376219250036,2023-02,17173.9402,0.5722120658135283,3012.3156,0.410301629749416
2023-02-18,AWS,EC2,us-west-2,774.0451,USD,False,,,5,18,2,1,1,7,1011.0290142857142,180.1753276675378,1006.0702499999999,179.10593250586075,1333.095342818952,1782.3881592163727,-1.3152961471044755,-0.31365235452665086,1235.958,766.7601,-0.37372863802785067,0.009501016028338695,2023-02,17947.9853,0.04936014625228519,1882.2054,0.41124369316950676
2023-02-19,AWS,EC2,us-east-1,693.9843,USD,False,,,6,19,2,1,1,7,1002.1763571428572,195.65438584768822,1004.6937357142857,181.586341203563,1320.8046994856188,1785.5853708999862,-1.5751860394338488,-0.3510447664394407,774.0451,755.9529,-0.10343169926390161,-0.08197415473889717,2023-02,18641.9696,0.007312614259597806,1777.6541,0.39039332792561254
2023-02-20,AWS,EC2,ap-southeast-1,1105.0177,USD,False,,,0,20,2,1,0,8,1007.1779857142857,198.10946420380316,1005.2906928571429,181.92535470645765,1331.120489485619,1783.3387048224092,0.49386693704127593,-0.1267862290399894,693.9843,1070.0063,0.5922805458270567,0.03272074192457313,2023-02,19746.9873,0.360146252285192,2702.8584,0.40883299694856057
2023-02-21,AWS,EC2,eu-west-1,1087.9376,USD,False,,,1,21,2,1,0,8,1015.9816571428571,200.4568262128765,1011.6649714285714,183.23525329038605,1009.5315533333334,159.83007840763253,0.3589598030469155,0.4905587699594838,1105.0177,1026.3119,-0.015456856482918483,0.06004578140421056,2023-02,20834.9249,0.340036563071298,2715.6339,0.40062012777186184
2023-02-22,AWS,EC2,ap-southeast-1,1092.9141,USD,False,,,2,22,2,1,0,8,1016.4767857142857,200.6726965444426,1014.4397214285715,184.2182450011754,1010.5367333333332,160.27058728280497,0.38090540268593504,0.513989298116154,1087.9376,1089.4482,0.0045742513173507495,0.0031813352851441106,2023-02,21927.839,0.3473491773308958,2732.2313,0.4000078983062671
2023-02-23,AWS,EC2,eu-west-1,1188.3781,USD,False,,,3,23,2,1,0,8,1025.4621285714286,207.65365421386693,1016.3064,185.95537054588922,1016.69798,163.51241139142527,0.784556246046102,1.049951612467951,1092.9141,1125.4807,0.08734812735960913,0.05588492099415294,2023-02,23116.2171,0.4826325411334552,2817.5040999999997,0.4217839824969832
2023-02-24,AWS,EC2,us-west-2,1235.6008,USD,False,,,4,24,2,1,0,8,1025.4111,207.59334116011482,1017.6997,187.63297415573078,1022.1560333333333,168.08607459588006,1.0125069466311545,1.2698539553533514,1188.3781,1235.958,0.0397371005069517,-0.00028900658436602136,2023-02,24351.817900000002,0.5703839122486288,2972.87,0.41562557394019395
2023-02-25,AWS,EC2,eu-west-1,797.1635,USD,False,,,5,25,2,1,1,8,1028.7137285714284,203.06227338163745,1019.8713714285714,184.657528194138,1011.0807233333333,171.6823984104779,-1.140291717975156,-1.2460055620881385,1235.6008,774.0451,-0.3548373390496713,0.029866993538193165,2023-02,25148.9814,0.0712979890310786,1897.1333,0.42019372070459143
2023-02-26,AWS,EC2,eu-west-1,729.8337,USD,False,,,6,26,2,1,1,8,1033.8350714285714,193.43715830728814,1018.0057142857142,187.63700577249267,999.4527133333333,178.619731927506,-1.571576909458486,-1.5094581680441137,797.1635,693.9843,-0.08446171958439581,0.051657364582957284,2023-02,25878.8151,0.02010968921389397,1850.1429,0.3944742322334159
2023-02-27,AWS,EC2,us-west-2,1071.605,USD,False,,,0,27,2,1,0,9,1029.0618285714286,191.79316951963867,1018.1199071428572,187.67157014168617,1006.1978166666667,177.34965060201196,0.22181796950799865,0.36880356465851727,729.8337,1105.0177,0.4682865425363774,-0.030237253213201785,2023-02,26950.4201,0.3235831809872029,2632.4958,0.4070680758539455
2023-02-28,AWS,EC2,eu-west-1,1298.0549,USD,False,,,1,28,2,1,0,9,1059.0785857142857,217.29074044391425,1037.5301214285714,202.08336793190284,1021.8758766666667,181.7618539072646,1.0997998064546963,1.5194553609291488,1071.605,1087.9376,0.21131844289620594,0.19313359516189807,2023-02,28248.475,0.6855575868372943,3039.6572,0.42703989778833384
2023-03-01,AWS,EC2,us-east-1,1103.0624,USD,False,,,2,1,3,1,0,9,1060.528342857143,217.58776643679352,1038.5025642857142,202.3849516205307,1018.5965466666668,179.28096861929717,0.19548000257182319,0.47113675245823344,1298.0549,1092.9141,-0.15021899304863748,0.009285542203171116,2023-03,1103.0624,0.35648994515539306,2667.7848,0.4134750299197996
2023-03-02,AWS,EC2,us-west-2,1046.4453,USD,False,,,3,2,3,1,0,9,1040.2522285714288,210.1751422975027,1032.8571785714287,200.86876657160832,1013.26609,175.85031906036582,0.029466241158888223,0.18867870230261968,1103.0624,1188.3781,-0.05132719599539302,-0.11943404207792149,2023-03,2149.5077,0.3016453382084095,2687.9455,0.3893104603495907
2023-03-03,AWS,EC2,us-west-2,1082.3678,USD,False,,,4,3,3,1,0,9,1018.3618,193.77816509045383,1021.88645,192.96148670451984,1013.1935766666667,175.82035981754984,0.3303055324617831,0.3934369341794233,1046.4453,1235.6008,0.03432812016066733,-0.12401497312066805,2023-03,3231.8755,0.3327239488117002,2789.9323,0.3879548618436412
2023-03-04,AWS,EC2,us-west-2,760.2599,USD,False,,,5,4,3,1,1,9,1013.0898571428572,201.16047192280607,1020.9017928571429,194.35362353695467,1004.83033,181.78655069462528,-1.2568570491255464,-1.3453714208456327,1082.3678,797.1635,-0.29759560474702074,-0.04629363988686598,2023-03,3992.1354,0.03473491773308958,1886.2901000000002,0.40304505653695416
2023-03-05,AWS,EC2,ap-southeast-1,756.7463,USD,False,,,6,5,3,1,1,9,1016.9345142857144,195.00756899614936,1025.3847928571429,186.81027355826427,997.5037666666666,187.31122162925945,-1.3342467455174412,-1.2853339195123432,760.2599,729.8337,-0.004621577436867807,0.03687497576497649,2023-03,4748.8817,0.031078610603290677,1963.0148,0.38550208587302276
2023-03-06,AWS,EC2,ap-southeast-1,1196.7145,USD,False,,,0,6,3,1,0,10,1034.8073,206.2618230007672,1031.9345642857145,191.36893356888075,1011.0356466666667,186.52235800150896,0.7849596093146763,0.9954777288995871,756.7463,1071.605,0.581394583626532,0.11674964189219281,2023-03,5945.5962,0.49725776965265084,2832.5194,0.42249119282274905
2023-03-07,AWS,EC2,eu-west-1,1252.7076,USD,False,,,1,7,3,1,0,10,1028.3291142857142,197.125641562637,1043.70385,199.95231386141165,1029.0173833333333,182.79054743080013,1.1382511373684019,1.2237515550421245,1196.7145,1298.0549,0.04678902110733439,-0.034934808997651175,2023-03,7198.3038,0.6051188299817185,2952.62,0.4242698349261252
2023-03-08,AWS,EC2,us-west-2,1192.0118,USD,False,,,2,8,3,1,0,10,1041.0361714285714,205.4376563458499,1050.7822571428571,203.55007078235863,1032.1957666666667,184.82495863910142,0.734897541454277,0.8646885924348209,1252.7076,1103.0624,-0.04845168976379764,0.08063859306592204,2023-03,8390.3156,0.489945155393053,2900.418,0.410979314015976
2023-03-09,AWS,EC2,eu-west-1,1280.6808,USD,False,,,3,9,3,1,0,10,1074.4983857142856,224.64417594133434,1057.375307142857,209.75010311202692,1041.5952033333333,190.15600707487744,0.9178177596673641,1.257312878742059,1192.0118,1046.4453,0.07438600859481903,0.22383922026289968,2023-03,9670.9964,0.6581352833638026,3120.7255,0.410379189069846
2023-03-10,AWS,EC2,us-east-1,1265.1384,USD,False,,,4,10,3,1,0,10,1100.6084714285714,236.04362804355063,1059.4851357142857,211.8190868131358,1048.6308966666668,194.4887971643012,0.6970318577732394,1.1132132363866583,1280.6808,1082.3678,-0.012136045140981192,0.1688618231250331,2023-03,10936.1348,0.6252285191956124,2983.852,0.4239950238817395
2023-03-11,AWS,EC2,us-west-2,779.5592,USD,False,,,5,11,3,1,1,10,1103.3655142857144,231.4742036217379,1058.2276857142858,213.54138211691406,1035.8747166666667,199.27115255404235,-1.398887259219008,-1.2862650382667287,1265.1384,760.2599,-0.38381508299773065,0.02538513474138861,2023-03,11715.694,0.056672760511883,1904.2975000000001,0.4093683891301599
2023-03-12,AWS,EC2,us-east-1,820.21,USD,False,,,6,12,3,1,1,10,1112.4317571428571,216.3864713483166,1064.6831357142858,204.0032755330659,1022.6785633333333,200.03178064295994,-1.350462232322825,-1.0121819776913878,779.5592,756.7463,0.052145879363552965,0.08386390524792278,2023-03,12535.904,0.10603290676416818,1965.9581,0.4172062466639461
2023-03-13,AWS,EC2,eu-west-1,1239.6084,USD,False,,,0,13,3,1,0,11,1118.5594571428571,219.7521735536477,1076.6833785714286,209.31393938040532,1038.4401733333334,197.78777623539804,0.5508429832528625,1.0170913010631573,820.21,1196.7145,0.5113305129168002,0.035843051955971275,2023-03,13775.5124,0.5795246800731262,2931.486,0.4228600784720027
2023-03-14,AWS,EC2,ap-southeast-1,1172.1652,USD,False,,,1,14,3,1,0,11,1107.0534,213.5795061437848,1067.6912571428572,201.63555091397762,1052.3139166666667,191.7963205712567,0.30485977412018567,0.6248883345401864,1239.6084,1252.7076,-0.05440685945653946,-0.06429465263876083,2023-03,14947.6776,0.45521023765996343,2870.0290999999997,0.408415789233493
2023-03-15,AWS,EC2,eu-west-1,1291.1356,USD,False,,,2,15,3,1,0,11,1121.213942857143,223.2195901184732,1081.125057142857,210.25430736549322,1059.6848933333333,196.68650586104962,0.7612309343096207,1.1767492927501584,1172.1652,1192.0118,0.10149627373334294,0.08315672713971198,2023-03,16238.8132,0.680073126142596,3041.9686,0.424440804549914
2023-03-16,AWS,EC2,us-east-1,1060.76,USD,False,,,3,16,3,1,0,11,1089.7966857142858,212.2410598161309,1082.1475357142858,210.1074400025635,1060.8331633333335,196.58548280999824,-0.1368099355483058,-0.00037217058089589135,1291.1356,1280.6808,-0.17842866388303572,-0.1717217904725583,2023-03,17299.5732,0.31078610603290674,2814.0674999999997,0.37694902485445825
2023-03-17,AWS,EC2,us-west-2,1294.9655,USD,False,,,4,17,3,1,0,11,1094.0577,216.60256874392408,1097.3330857142857,217.67120527577757,1067.68374,201.14507787331064,0.9275411698214594,1.1299394566444299,1060.76,1265.1384,0.2207902824387979,0.023576155778669273,2023-03,18594.5387,0.6819012797074955,3083.3514999999998,0.4199863362965851
2023-03-18,AWS,EC2,eu-west-1,809.8173,USD,False,,,5,18,3,1,1,11,1098.3802857142857,209.46461195864194,1100.8729,212.0996441072648,1057.1616266666667,206.2099778891437,-1.377621656539692,-1.1994779748167033,1294.9655,779.5592,-0.37464179547611526,0.03881437099319872,2023-03,19404.356,0.09689213893967093,1986.2275000000002,0.40771628627616535
2023-03-19,AWS,EC2,us-west-2,794.361,USD,False,,,6,19,3,1,1,11,1094.6875714285713,215.33156884140038,1103.5596642857142,207.59552640374824,1042.4417266666667,208.75244016984962,-1.3947168687020444,-1.1883967749724484,809.8173,820.21,-0.019086156840537945,-0.031515099791478436,2023-03,20198.717,0.06581352833638025,1985.9828,0.39998382664723986
2023-03-20,AWS,EC2,ap-southeast-1,1157.4671,USD,False,,,0,20,3,1,0,12,1082.9531000000002,208.23922347229174,1100.7562785714285,206.5029141505854,1055.22246,203.42274056560538,0.3578288410663272,0.502621485263703,794.361,1239.6084,0.4571046413400746,-0.06626391044134078,2023-03,21356.184100000002,0.4259597806215722,2765.1507,0.4185909650420071
2023-03-21,AWS,EC2,ap-southeast-1,1058.5759,USD,False,,,1,21,3,1,0,12,1066.7260571428571,204.52126043041577,1086.8897285714286,201.9830418458245,1067.3755133333334,191.64720336376246,-0.039849926240749796,-0.04591568871780005,1157.4671,1172.1652,-0.08543759040746349,-0.09690553857076031,2023-03,22414.760000000002,0.30895795246800734,2743.4243,0.3858593437404539
2023-03-22,AWS,EC2,ap-southeast-1,1185.428,USD,False,,,2,22,3,1,0,12,1051.6249714285714,188.46214677079192,1086.4194571428573,201.72696405985204,1070.0558566666666,192.7509375921548,0.7099729620158169,0.5985555493216482,1058.5759,1291.1356,0.11983278667111184,-0.08187180339533515,2023-03,23600.188000000002,0.473491773308958,2852.5007,0.4155750075712811
2023-03-23,AWS,EC2,us-west-2,1243.6244,USD,False,,,3,23,3,1,0,12,1077.7484571428572,202.1184309905274,1083.7725714285714,199.20936513526453,1075.2454166666666,195.3275878635679,0.820686871768246,0.8620338026704161,1185.428,1060.76,0.04909315453992205,0.17238998453922427,2023-03,24843.812400000003,0.5886654478976234,2957.2607,0.42053255568559766
2023-03-24,AWS,EC2,eu-west-1,1337.031,USD,False,,,4,24,3,1,0,12,1083.7578142857144,210.12003219842657,1088.9077571428572,205.08420617007408,1083.3826466666667,201.08894967373126,1.205373819255377,1.2613739031588695,1243.6244,1294.9655,0.07510836873249264,0.03248387698357018,2023-03,26180.8434,0.7477148080438757,3082.8597,0.43369829642249574
2023-03-25,AWS,EC2,us-west-2,786.1591,USD,False,,,5,25,3,1,1,12,1080.3780714285715,215.38500347491413,1089.3791785714286,204.32459457488267,1069.9753466666666,207.16404672587612,-1.3660141917051953,-1.370007253434513,1337.031,809.8173,-0.41201131462141716,-0.02921424375593219,2023-03,26967.002500000002,0.062157221206581355,1954.7825,0.4021721598180861
2023-03-26,AWS,EC2,us-west-2,774.5524,USD,False,,,6,26,3,1,1,12,1077.5482714285713,219.85287508968838,1086.1179214285714,209.25618674158756,1054.6070666666667,211.50925072619862,-1.3781756154136569,-1.324077626410189,786.1591,794.361,-0.014763805443433994,-0.02493652130451397,2023-03,27741.5549,0.051188299817184646,1897.7205,0.40814882908183364
2023-03-27,AWS,EC2,eu-west-1,1124.3408,USD,False,,,0,27,3,1,0,13,1072.8159428571428,218.19619502683648,1077.8845214285714,204.97628176892,1065.5129766666666,206.14408825053508,0.2361400350555328,0.28537235208778894,774.5524,1157.4671,0.4516006922185617,-0.028619647158844953,2023-03,28865.8957,0.3802559414990859,2742.2939,0.4100001097619733
2023-03-28,AWS,EC2,ap-southeast-1,1414.8993,USD,False,,,1,28,3,1,0,13,1123.7192857142857,253.0934179838433,1095.2226714285714,223.03503407610782,1088.3484966666667,205.6203872085061,1.1504843413318318,1.5881246396088708,1124.3408,1058.5759,0.25842564816623365,0.3366063784369769,2023-03,30280.795000000002,0.8519195612431444,3249.5215,0.4354177376575489
2023-03-29,AWS,EC2,ap-southeast-1,1402.3679,USD,False,,,2,29,3,1,0,13,1154.7107,274.30259443086373,1103.1678357142857,232.33806610273766,1099.3739266666666,213.4118249015231,0.9028613109290786,1.4197618781045864,1414.8993,1185.428,-0.008856743373886198,0.18300554736332938,2023-03,31683.1629,0.8372943327239488,3278.4008,0.42775974798431365
2023-03-30,AWS,EC2,eu-west-1,1369.159,USD,False,,,3,30,3,1,0,13,1172.6442142857143,284.9803006793528,1125.1963357142856,242.40969897790836,1101.7440633333333,216.0726995648793,0.6895732275007527,1.237615567371266,1402.3679,1243.6244,-0.023680590521200733,0.1009425353827886,2023-03,33052.3219,0.7879341864716636,3249.2251,0.4213801623037994
2023-03-31,AWS,EC2,us-west-2,1469.9214,USD,False,,,4,31,3,1,0,13,1191.6285571428573,301.69258734802503,1137.6931857142858,255.96565443086712,1113.9726966666667,226.2895278823846,0.9224384506842012,1.5729791239688602,1369.159,1337.031,0.07359437435675932,0.09939216069029111,2023-03,34522.2433,0.9049360146252285,3330.1456,0.4413985382499668
2023-04-01,AWS,EC2,us-west-2,736.9067,USD,False,,,5,1,4,2,1,13,1184.5925,313.08423987572877,1132.4852857142857,263.77247054282145,1103.6547433333333,236.30974516655093,-1.429921225598159,-1.551980190547358,1469.9214,786.1591,-0.4986761196887815,-0.06264940519029459,2023-04,736.9067,0.021937842778793418,1858.996,0.39640036880101065
2023-04-02,AWS,EC2,ap-southeast-1,768.9688,USD,False,,,6,2,4,2,1,13,1183.7948428571428,314.30774996984366,1130.6715571428572,266.3509915432677,1093.20811,244.08267087538192,-1.3198085090031144,-1.3283995493650356,736.9067,774.5524,0.04350903581139441,-0.007208808597059202,2023-04,1505.8755,0.04570383912248629,1917.0363,0.4011237554550213
2023-04-03,AWS,EC2,us-east-1,1011.1375,USD,False,,,0,3,4,2,0,14,1167.6229428571428,320.72346149754276,1120.219442857143,268.084084835409,1101.5706966666667,236.460774995958,-0.4879139247437118,-0.3824448121166397,768.9688,1124.3408,0.31492656138933744,-0.10068415199368308,2023-04,2517.013,0.27056672760511885,2519.3615,0.4013467301138001
2023-04-04,AWS,EC2,us-east-1,1194.8993,USD,False,,,1,4,4,2,0,14,1136.1943714285715,302.7279718583039,1129.9568285714286,268.1485977538629,1116.1757966666667,227.8009067617131,0.19391973662318968,0.3455802896137506,1011.1375,1414.8993,0.18173769640609536,-0.1554880972800287,2023-04,3711.9123,0.4936014625228519,2897.5475,0.41238298940727897
2023-04-05,AWS,EC2,us-east-1,1214.5018,USD,False,,,2,5,4,2,0,14,1109.3563571428572,282.87426613672824,1132.0335285714284,268.72321189991106,1116.7687066666665,228.04077935763968,0.37170381135323466,0.42857726415514785,1194.8993,1402.3679,0.01640514811581491,-0.13396349132054863,2023-04,4926.4141,0.5356489945155393,2968.0727,0.4091886967592104
2023-04-06,AWS,EC2,us-west-2,1170.3773,USD,False,,,3,6,4,2,0,14,1080.9589714285714,261.62580284257535,1126.8015928571429,267.0915484194337,1114.0243633333334,226.840660345972,0.3417794712889669,0.24842520111019814,1214.5018,1369.159,-0.036331358257322935,-0.14518525605854016,2023-04,6096.7914,0.4515539305301645,2874.9570000000003,0.40709384522954356
2023-04-07,AWS,EC2,us-west-2,1305.8345,USD,False,,,4,7,4,2,0,14,1057.5179857142857,225.87579112919093,1124.5732714285714,265.3270116529816,1117.8184533333333,229.13037284797483,1.099349837551156,0.8205636133215407,1170.3773,1469.9214,0.11573806156346682,-0.11162971026878607,2023-04,7402.6259,0.70018281535649,3095.0851,0.4219058467890198
2023-04-08,AWS,EC2,ap-southeast-1,845.0262,USD,False,,,5,8,4,2,1,14,1072.9636285714284,202.81782687723026,1128.7780642857144,259.963664653961,1103.2966333333331,232.23695367504163,-1.1238530265304525,-1.1120987820638004,1305.8345,736.9067,-0.35288415185817734,0.1467207449733505,2023-04,8247.6521,0.13893967093235832,2019.7632,0.41837884757954874
2023-04-09,AWS,EC2,us-east-1,834.4645,USD,False,,,6,9,4,2,1,14,1082.3201571428572,187.3795575554315,1133.0575000000001,254.11121930966343,1088.9408366666667,235.18014873799683,-1.3227465171498902,-1.0820485403684506,845.0262,768.9688,-0.012498665721829068,0.08517341665866662,2023-04,9082.1166,0.1206581352833638,2030.8168,0.41090092419936114
2023-04-10,AWS,EC2,ap-southeast-1,1177.9677,USD,False,,,0,10,4,2,0,15,1106.1530428571427,187.42644256010377,1136.8879928571428,254.37376813163365,1102.22112,228.2541819670812,0.3831618215740533,0.3318518826112562,834.4645,1011.1375,0.4116450729774463,0.16499259497331953,2023-04,10260.0843,0.4625228519195612,2844.8005,0.4140774370644219
2023-04-11,AWS,EC2,ap-southeast-1,1129.9007,USD,False,,,1,11,4,2,0,15,1096.8675285714285,183.87338753359265,1116.5309499999998,241.49135794747235,1112.5441433333333,221.97686420307537,0.17965172595929263,0.07819083636891905,1177.9677,1194.8993,-0.04080502377099067,-0.054396717781946755,2023-04,11389.985,0.3912248628884826,2799.5319,0.4036034381317807
2023-04-12,AWS,EC2,ap-southeast-1,1213.8823,USD,False,,,2,12,4,2,0,15,1096.7790285714286,183.8074699020112,1103.067692857143,229.27509187136192,1111.6866066666666,221.51828402793856,0.6370974557800217,0.4613420232163895,1129.9007,1214.5018,0.07432653152611177,-0.0005100856993373795,2023-04,12603.8673,0.5319926873857403,3034.1191999999996,0.4000773272189175
2023-04-13,AWS,EC2,eu-west-1,1242.3185,USD,False,,,3,13,4,2,0,15,1107.056342857143,190.49793779050702,1094.0076571428572,220.2810974950317,1114.02505,222.54663489498475,0.7100452567150445,0.5764789481537779,1213.8823,1170.3773,0.02342582967061689,0.061468382888098146,2023-04,13846.1858,0.5850091407678245,3094.9907000000003,0.40139652115904534
2023-04-14,AWS,EC2,us-east-1,1236.3336,USD,False,,,4,14,4,2,0,15,1097.127642857143,179.9289608364254,1077.3228142857142,197.2614549821878,1112.1983166666664,221.26394460096859,0.773671767429571,0.5610280678880616,1242.3185,1305.8345,-0.004817524652490754,-0.05322336023435342,2023-04,15082.5194,0.5758683729433273,3127.4015,0.39532295421601754
2023-04-15,AWS,EC2,us-east-1,828.1947,USD,False,,,5,15,4,2,1,15,1094.7231428571429,183.92747873707154,1083.8433857142857,186.35026936876906,1104.44614,227.12472107641537,-1.4490952884571542,-1.2162984226883864,1236.3336,845.0262,-0.33012036557096713,-0.01991831732552208,2023-04,15910.7141,0.1170018281535649,2006.6378,0.4127275485389477
2023-04-16,AWS,EC2,eu-west-1,851.9105,USD,False,,,6,16,4,2,1,15,1097.2154285714284,179.88692862476722,1089.767792857143,176.63499434767874,1089.67764,228.70828385137898,-1.363661776013506,-1.039608780211338,828.1947,834.4645,0.028635537030086415,0.020906821081039403,2023-04,16762.6246,0.1480804387568556,2053.0235000000002,0.41495409088088125
2023-04-17,AWS,EC2,eu-west-1,1305.5943,USD,False,,,0,17,4,2,0,16,1115.4478000000001,195.24759139868118,1110.8004214285716,183.93228973490244,1106.20354,225.680727104143,0.9738737294370041,0.8835081424879729,851.9105,1177.9677,0.5325486656162444,0.10834473644726568,2023-04,18068.2189,0.6983546617915904,2963.6290000000004,0.44053904857846893
2023-04-18,AWS,EC2,us-east-1,1227.726,USD,False,,,1,18,4,2,0,16,1129.4228428571428,199.9000278467278,1113.1451857142856,185.29106673765736,1120.64904,218.79636977892804,0.4917615980410917,0.48939093508590353,1305.5943,1129.9007,-0.05964203428273256,0.08657867014323792,2023-04,19295.9449,0.5630712979890311,2999.3832,0.4093261574578369
2023-04-19,AWS,EC2,eu-west-1,1257.117,USD,False,,,2,19,4,2,0,16,1135.5992285714285,203.578605000154,1116.1891285714287,187.42201130516173,1123.9707033333334,220.12697139809876,0.5969083609148546,0.6048613480683708,1227.726,1213.8823,0.02393938061096361,0.03561687982431605,2023-04,20553.0619,0.6142595978062158,4648.480811441645,0.27043609535947655
